"TTT","0","0"," ","","","7","63"
"TTT","1","0"," ","","","7","63"
"TTT","2","0"," ","","","7","63"
"TTT","3","0"," ","","","7","63"
"TTT","4","0"," ","","","7","63"
"TTT","5","0"," ","","","7","63"
"TTT","6","0"," ","","","7","63"
"TTT","7","0"," ","","","7","63"
"TTT","0","1"," ","","","7","63"
"TTT","1","1"," ","","","7","63"
"TTT","2","1","O","","","7","63"
"TTT","3","1"," ","","","7","63"
"TTT","4","1"," ","","","7","63"
"TTT","5","1"," ","","","7","63"
"TTT","6","1"," ","","","7","63"
"TTT","7","1"," ","","","7","63"
"TTT","0","2"," ","","","7","63"
"TTT","1","2"," ","","","7","63"
"TTT","2","2"," ","","","7","63"
"TTT","3","2"," ","","","7","63"
"TTT","4","2"," ","","","7","63"
"TTT","5","2","O","","","7","63"
"TTT","6","2"," ","","","7","63"
"TTT","7","2"," ","","","7","63"
"TTT","0","3"," ","","","7","63"
"TTT","1","3"," ","","","7","63"
"TTT","2","3"," ","","","7","63"
"TTT","3","3"," ","","","7","63"
"TTT","4","3"," ","","","7","63"
"TTT","5","3","X","","","7","63"
"TTT","6","3"," ","","","7","63"
"TTT","7","3"," ","","","7","63"
"TTT","0","4"," ","","","7","63"
"TTT","1","4"," ","","","7","63"
"TTT","2","4"," ","","","7","63"
"TTT","3","4"," ","","","7","63"
"TTT","4","4"," ","","","7","63"
"TTT","5","4"," ","","","7","63"
"TTT","6","4"," ","","","7","63"
"TTT","7","4"," ","","","7","63"
"TTT","0","5"," ","","","7","63"
"TTT","1","5"," ","","","7","63"
"TTT","2","5"," ","","","7","63"
"TTT","3","5","X","","","7","63"
"TTT","4","5"," ","","","7","63"
"TTT","5","5"," ","","","7","63"
"TTT","6","5"," ","","","7","63"
"TTT","7","5"," ","","","7","63"
"TTT","0","6"," ","","","7","63"
"TTT","1","6"," ","","","7","63"
"TTT","2","6"," ","","","7","63"
"TTT","3","6"," ","","","7","63"
"TTT","4","6"," ","","","7","63"
"TTT","5","6"," ","","","7","63"
"TTT","6","6"," ","","","7","63"
"TTT","7","6"," ","","","7","63"
"TTT","0","7"," ","","","7","63"
"TTT","1","7"," ","","","7","63"
"TTT","2","7"," ","","","7","63"
"TTT","3","7","O","","","7","63"
"TTT","4","7","X","","","7","63"
"TTT","5","7","O","","","7","63"
"TTT","6","7"," ","","","7","63"
"TTT","7","7"," ","","","7","63"
